side,id,golpe_real,golpe_prob,verdict,classe_binaria,tipo,urgencia,pede_pix,latency_ms,tokens_in,tokens_out,cost_usd,model,recv_s
python,47,1,0.98,golpe,TP,boleto_falso,2.0,0.99,1116.8884999933653,346,39,0.00011326,deepseek-flash,7.73691
python,48,0,0.0,ok,TN,pessoal,0.0,0.0,1009.3455000023824,310,38,0.00010276,deepseek-flash,7.660741
python,49,0,0.0,ok,TN,pessoal,0.0,0.0,1491.905200004112,323,38,0.0001064,deepseek-flash,8.313961
python,50,0,0.02,ok,TN,pessoal,0.0,0.0,1289.4922999985283,323,38,0.0001064,deepseek-flash,8.204844
python,51,0,0.02,ok,TN,pessoal,0.0,0.0,1394.8065000004135,313,38,0.00010360000000000002,deepseek-flash,8.621255
python,52,0,0.05,ok,TN,cobranca_legitima,1.0,0.0,1380.2693000034196,317,43,0.00010682,deepseek-flash,8.823474
python,53,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1440.4806999955326,315,43,0.00010626,deepseek-flash,9.147548
python,54,0,0.05,ok,TN,outro,0.0,0.0,1488.1074000004446,312,37,0.00010290000000000002,deepseek-flash,9.271666
python,55,0,0.05,ok,TN,pessoal,0.0,0.0,1442.4620000063442,313,38,0.00010360000000000002,deepseek-flash,9.381143
python,56,0,0.05,ok,TN,pessoal,0.0,0.1,1644.3515999999363,321,38,0.00010584000000000002,deepseek-flash,9.646442
python,57,0,0.05,ok,TN,cobranca_legitima,1.0,0.0,1225.377099995967,320,43,0.00010766,deepseek-flash,9.507486
python,58,0,0.0,ok,TN,pessoal,0.0,0.0,1380.0270999927309,310,38,0.00010276,deepseek-flash,9.755431
python,59,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1149.9053000006825,308,43,0.0001043,deepseek-flash,9.802007
python,60,0,0.05,ok,TN,cobranca_legitima,1.0,0.0,1276.374199995189,317,43,0.00010682,deepseek-flash,10.115602
python,61,0,0.02,ok,TN,pessoal,0.0,0.0,1129.805899996427,312,38,0.00010332000000000002,deepseek-flash,10.309078
python,62,0,0.05,ok,TN,pessoal,0.0,0.0,1107.2866000031354,313,38,0.00010360000000000002,deepseek-flash,10.440674
python,63,0,0.05,ok,TN,pessoal,0.0,0.0,1089.3107000010789,317,38,0.00010472,deepseek-flash,10.534325
python,64,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1301.9530000019586,312,43,0.00010542000000000002,deepseek-flash,10.854137
python,65,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1058.642500007409,315,43,0.00010626,deepseek-flash,10.736937
python,66,0,0.02,ok,TN,pessoal,0.0,0.0,927.4947999947472,312,38,0.00010332000000000002,deepseek-flash,10.699105
python,67,0,0.05,ok,TN,cobranca_legitima,1.0,0.0,975.0478000059956,320,43,0.00010766,deepseek-flash,10.807736
python,68,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,968.8310999918032,308,43,0.0001043,deepseek-flash,11.084922
python,69,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1154.6981999999844,312,43,0.00010542000000000002,deepseek-flash,11.4643
python,70,0,0.05,ok,TN,cobranca_legitima,0.0,0.6,1408.7785000010626,338,43,0.00011270000000000002,deepseek-flash,11.850061
python,71,0,0.05,ok,TN,pessoal,1.0,0.0,937.764000002062,317,38,0.00010472,deepseek-flash,11.47221
python,72,0,0.0,ok,TN,pessoal,0.0,0.0,1174.273099997663,315,38,0.00010416,deepseek-flash,11.873637
python,73,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,838.502900005551,321,43,0.00010794,deepseek-flash,11.57545
python,74,0,0.0,ok,TN,pessoal,0.0,0.0,1063.3029000018723,321,38,0.00010584000000000002,deepseek-flash,11.871345
python,75,0,0.05,ok,TN,outro,0.0,0.0,1128.8097000069683,316,37,0.00010402,deepseek-flash,11.984192
python,76,0,0.05,ok,TN,pessoal,1.0,0.0,1071.56140000734,317,38,0.00010472,deepseek-flash,12.15676
python,77,0,0.02,ok,TN,pessoal,0.0,0.0,1133.5601000027964,313,38,0.00010360000000000002,deepseek-flash,12.59823
python,78,0,0.05,ok,TN,pessoal,0.0,0.05,1023.1561999971746,321,38,0.00010584000000000002,deepseek-flash,12.496526
python,79,0,0.15,ok,TN,cobranca_legitima,1.0,0.7,1241.673600001377,323,43,0.0001085,deepseek-flash,12.817445
python,80,0,0.05,ok,TN,pessoal,0.0,0.0,1305.6075999920722,312,38,0.00010332000000000002,deepseek-flash,13.15602
python,81,0,0.02,ok,TN,pessoal,0.0,0.0,1150.4314000048907,314,38,0.00010388,deepseek-flash,13.022293
python,82,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1179.4512000051327,309,43,0.00010458,deepseek-flash,13.053904
python,83,0,0.05,ok,TN,cobranca_legitima,0.0,0.6,1278.3043999952497,329,43,0.00011018,deepseek-flash,13.262723
python,84,0,0.05,ok,TN,pessoal,0.0,0.0,1151.5927000000374,321,38,0.00010584000000000002,deepseek-flash,13.308686
python,85,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1317.137600010028,311,43,0.00010514,deepseek-flash,13.814021
python,86,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,873.4562000026926,325,43,0.00010906000000000002,deepseek-flash,13.47268
python,87,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,991.449900000589,316,43,0.00010654,deepseek-flash,13.809672
python,88,0,0.05,ok,TN,outro,0.0,0.0,1209.4151999917813,318,37,0.00010458,deepseek-flash,14.23248
python,89,0,0.15,ok,TN,cobranca_legitima,1.0,0.7,1047.9421999916667,322,43,0.00010822,deepseek-flash,14.102839
python,90,0,0.0,ok,TN,pessoal,0.0,0.0,1233.1245000095803,310,38,0.00010276,deepseek-flash,14.389774
python,91,0,0.02,ok,TN,pessoal,0.0,0.0,1273.993499999051,313,38,0.00010360000000000002,deepseek-flash,14.53688
python,92,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1083.0835999950068,319,43,0.00010738,deepseek-flash,14.392104
python,93,1,0.97,golpe,TP,boleto_falso,2.0,0.98,972.7000999992016,346,39,0.00011326,deepseek-flash,14.445423
python,94,0,0.05,ok,TN,outro,0.0,0.0,1029.361599998083,318,37,0.00010458,deepseek-flash,14.840076
python,95,0,0.02,ok,TN,pessoal,0.0,0.0,1042.1223000012103,312,38,0.00010332000000000002,deepseek-flash,14.856952
python,96,1,0.98,golpe,TP,falsa_central,2.0,0.97,1238.0876999959582,351,39,0.00011466000000000002,deepseek-flash,15.341121
python,97,0,0.05,ok,TN,pessoal,0.0,0.0,898.9752999914344,322,38,0.00010612,deepseek-flash,15.131785
python,98,0,0.05,ok,TN,cobranca_legitima,0.0,0.6,1415.4050999932224,335,43,0.00011186000000000002,deepseek-flash,15.805304
python,99,0,0.05,ok,TN,pessoal,0.0,0.0,1321.5556000068318,321,38,0.00010584000000000002,deepseek-flash,15.714208
python,100,0,0.05,ok,TN,cobranca_legitima,1.0,0.0,1484.330699997372,320,43,0.00010766,deepseek-flash,15.946046
python,101,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1316.1834999918938,315,43,0.00010626,deepseek-flash,15.867915
python,102,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1105.8126999996605,315,43,0.00010626,deepseek-flash,15.94612
python,103,1,0.95,golpe,TP,boleto_falso,2.0,0.98,1223.8024000107544,345,39,0.00011298,deepseek-flash,16.080961
python,104,0,0.05,ok,TN,pessoal,0.0,0.0,1412.007299994002,322,38,0.00010612,deepseek-flash,16.544446
python,105,0,0.02,ok,TN,pessoal,0.0,0.0,1091.4289000065764,323,38,0.0001064,deepseek-flash,16.433094
python,106,0,0.0,ok,TN,pessoal,0.0,0.0,1322.9570999974385,321,38,0.00010584000000000002,deepseek-flash,17.09764
python,107,0,0.05,ok,TN,cobranca_legitima,0.0,0.6,1312.3804999922868,340,43,0.00011326,deepseek-flash,17.149476
python,108,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,967.0424000069032,316,43,0.00010654,deepseek-flash,16.928608
python,109,0,0.05,ok,TN,pessoal,1.0,0.0,1211.4732999907574,317,38,0.00010472,deepseek-flash,17.219176
python,110,0,0.05,ok,TN,cobranca_legitima,0.0,0.7,1251.467900001444,335,43,0.00011186000000000002,deepseek-flash,17.260157
python,111,0,0.05,ok,TN,cobranca_legitima,0.0,0.6,1073.1415999907767,342,43,0.00011382,deepseek-flash,17.154296
python,112,0,0.02,ok,TN,pessoal,0.0,0.05,1125.9654000023147,321,38,0.00010584000000000002,deepseek-flash,17.560369
python,113,0,0.05,ok,TN,cobranca_legitima,0.0,0.3,1424.451200000476,341,43,0.00011354,deepseek-flash,17.969627
python,114,0,0.02,ok,TN,pessoal,0.0,0.0,1225.1255000010133,314,38,0.00010388,deepseek-flash,18.154374
python,115,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1092.4828999995952,326,43,0.00010934000000000002,deepseek-flash,18.189811
python,116,0,0.0,ok,TN,pessoal,0.0,0.0,1174.575900004129,322,38,0.00010612,deepseek-flash,18.323962
python,117,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1156.1265000054846,312,43,0.00010542000000000002,deepseek-flash,18.310828
python,118,0,0.05,ok,TN,pessoal,0.0,0.0,1226.7202000075486,321,38,0.00010584000000000002,deepseek-flash,18.446858
python,119,0,0.05,ok,TN,pessoal,1.0,0.0,1156.4550000039162,317,38,0.00010472,deepseek-flash,18.417358
python,120,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1150.0163000018802,322,43,0.00010822,deepseek-flash,18.709853
python,121,0,0.15,ok,TN,cobranca_legitima,1.0,0.7,1239.1630000056466,322,43,0.00010822,deepseek-flash,19.208839
python,122,0,0.05,ok,TN,pessoal,0.0,0.0,985.9766000008676,313,38,0.00010360000000000002,deepseek-flash,19.140443
python,123,0,0.05,ok,TN,pessoal,1.0,0.0,911.5601000085009,317,38,0.00010472,deepseek-flash,19.101617
python,124,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,783.7977000017418,325,43,0.00010906000000000002,deepseek-flash,19.095061
python,125,1,0.97,golpe,TP,troca_numero,2.0,0.98,1009.5437999989372,352,39,0.00011494,deepseek-flash,19.333897
python,126,0,0.15,ok,TN,cobranca_legitima,1.0,0.7,1074.7059999994235,321,43,0.00010794,deepseek-flash,19.491799
python,127,0,0.05,ok,TN,pessoal,1.0,0.0,1153.118500005803,317,38,0.00010472,deepseek-flash,19.600893
python,128,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1210.1811000029556,324,43,0.00010878,deepseek-flash,19.920631
python,129,1,0.98,golpe,TP,falsa_central,2.0,0.95,879.3418999994174,347,39,0.00011354,deepseek-flash,19.974608
python,130,0,0.02,ok,TN,pessoal,0.0,0.0,979.4794000044932,314,38,0.00010388,deepseek-flash,20.081352
python,131,0,0.05,ok,TN,pessoal,0.0,0.0,1196.1584000091534,322,38,0.00010612,deepseek-flash,20.336665
python,132,0,0.05,ok,TN,cobranca_legitima,1.0,0.0,980.758199992124,317,43,0.00010682,deepseek-flash,20.189707
python,133,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,834.8485999886179,311,43,0.00010514,deepseek-flash,20.169311
python,134,0,0.05,ok,TN,pessoal,0.0,0.0,1099.079299994628,321,38,0.00010584000000000002,deepseek-flash,20.638086
python,135,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1028.3870000130264,312,43,0.00010542000000000002,deepseek-flash,20.661074
python,136,0,0.05,ok,TN,pessoal,0.0,0.0,1152.477700001327,322,38,0.00010612,deepseek-flash,21.073212
python,137,0,0.05,ok,TN,cobranca_legitima,1.0,0.0,1104.575899997144,317,43,0.00010682,deepseek-flash,21.079329
python,138,0,0.05,ok,TN,cobranca_legitima,0.0,0.6,1277.678200000082,340,43,0.00011326,deepseek-flash,21.374477
python,139,0,0.05,ok,TN,cobranca_legitima,0.0,0.6,1038.8587000052212,330,43,0.00011046,deepseek-flash,21.208216
python,140,0,0.05,ok,TN,pessoal,0.0,0.6,1085.9673000086332,330,38,0.00010836,deepseek-flash,21.276012
python,141,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,867.1732000075281,309,43,0.00010458,deepseek-flash,21.203903
python,142,0,0.15,ok,TN,cobranca_legitima,1.0,0.9,1089.502299990272,322,43,0.00010822,deepseek-flash,21.727205
python,143,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,966.2825999985216,308,43,0.0001043,deepseek-flash,21.627512
python,144,0,0.05,ok,TN,outro,0.0,0.0,1017.32759999868,318,37,0.00010458,deepseek-flash,22.090623
python,145,0,0.0,ok,TN,pessoal,0.0,0.0,787.7241000096546,310,38,0.00010276,deepseek-flash,21.86737
python,146,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1144.2869000020437,315,43,0.00010626,deepseek-flash,22.348808
python,147,0,0.05,ok,TN,pessoal,0.0,0.0,863.0828999885125,312,38,0.00010332000000000002,deepseek-flash,22.071426
python,148,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1016.4898000075482,312,43,0.00010542000000000002,deepseek-flash,22.292951
python,149,0,0.05,ok,TN,pessoal,0.0,0.0,1003.6219999892636,314,38,0.00010388,deepseek-flash,22.378473
python,150,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1038.893699995242,315,43,0.00010626,deepseek-flash,22.668787
python,151,0,0.02,ok,TN,pessoal,0.0,0.0,1320.8441000024322,314,38,0.00010388,deepseek-flash,23.048376
python,152,0,0.0,ok,TN,pessoal,0.0,0.0,931.505400003516,315,38,0.00010416,deepseek-flash,22.800224
python,153,0,0.02,ok,TN,pessoal,0.0,0.0,1064.2759000038495,313,38,0.00010360000000000002,deepseek-flash,23.136545
python,154,0,0.05,ok,TN,pessoal,0.0,0.0,1107.400000008056,312,38,0.00010332000000000002,deepseek-flash,23.198739
python,155,0,0.05,ok,TN,cobranca_legitima,0.0,0.7,1117.067600003793,333,43,0.0001113,deepseek-flash,23.410766
python,156,0,0.02,ok,TN,pessoal,0.0,0.0,1188.8296999968588,324,38,0.00010668000000000002,deepseek-flash,23.539747
python,157,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1058.241099992301,315,43,0.00010626,deepseek-flash,23.43697
python,158,0,0.05,ok,TN,outro,0.0,0.0,1147.0862999995006,312,37,0.00010290000000000002,deepseek-flash,23.815486
python,159,0,0.05,ok,TN,pessoal,0.0,0.1,1251.441400003387,321,38,0.00010584000000000002,deepseek-flash,24.052139
python,160,0,0.05,ok,TN,pessoal,0.0,0.0,1183.893999987049,315,38,0.00010416,deepseek-flash,24.232534
python,161,0,0.02,ok,TN,pessoal,0.0,0.05,775.964299988118,322,38,0.00010612,deepseek-flash,23.912626
python,162,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,890.2132999937749,314,43,0.00010598,deepseek-flash,24.089253
python,163,0,0.05,ok,TN,pessoal,0.0,0.0,1167.3339000117269,314,38,0.00010388,deepseek-flash,24.577984
python,164,0,0.0,ok,TN,pessoal,0.0,0.0,1142.4560000014026,310,38,0.00010276,deepseek-flash,24.57974
python,165,0,0.05,ok,TN,pessoal,0.0,0.0,1194.88629999978,315,38,0.00010416,deepseek-flash,24.743382
python,166,0,0.02,ok,TN,pessoal,0.0,0.0,955.368399998406,314,38,0.00010388,deepseek-flash,24.774774
python,167,1,0.98,golpe,TP,troca_numero,2.0,0.99,1070.3346000082092,349,39,0.00011410000000000002,deepseek-flash,24.983631
python,168,1,0.99,golpe,TP,premio,2.0,0.99,1118.3364999888,350,38,0.00011396,deepseek-flash,25.170416
python,169,0,0.0,ok,TN,pessoal,0.0,0.0,1221.1171999952055,321,38,0.00010584000000000002,deepseek-flash,25.311056
python,170,1,0.95,golpe,TP,troca_numero,2.0,0.98,1249.537900002906,343,39,0.00011242,deepseek-flash,25.483132
python,171,1,0.98,golpe,TP,boleto_falso,2.0,0.99,1291.5644999884537,349,39,0.00011410000000000002,deepseek-flash,25.870114
python,172,0,0.05,ok,TN,outro,0.0,0.0,1028.0671999935294,314,37,0.00010346,deepseek-flash,25.608537
python,173,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1010.3526000020792,311,43,0.00010514,deepseek-flash,25.74907
python,174,0,0.05,ok,TN,pessoal,0.0,0.0,1394.879100000253,313,38,0.00010360000000000002,deepseek-flash,26.16822
python,175,0,0.02,ok,TN,pessoal,0.0,0.05,1151.216199999908,322,38,0.00010612,deepseek-flash,26.135535
python,176,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1151.0976999998093,313,43,0.00010570000000000002,deepseek-flash,26.337407
python,177,0,0.0,ok,TN,pessoal,0.0,0.0,1509.2439000000013,322,38,0.00010612,deepseek-flash,26.865187
python,178,0,0.05,ok,TN,pessoal,0.0,0.0,1320.2470999967773,313,38,0.00010360000000000002,deepseek-flash,26.803487
python,179,0,0.02,ok,TN,pessoal,0.0,0.05,1134.633599998779,322,38,0.00010612,deepseek-flash,26.757694
python,180,0,0.05,ok,TN,pessoal,0.0,0.0,1401.5176999964751,321,38,0.00010584000000000002,deepseek-flash,27.182877
python,181,1,0.97,golpe,TP,troca_numero,1.0,0.99,1311.1482999956934,359,39,0.0001169,deepseek-flash,27.182908
python,182,0,0.05,ok,TN,outro,0.0,0.0,1189.1231999907177,312,37,0.00010290000000000002,deepseek-flash,27.341457
python,183,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,974.6899000019766,316,43,0.00010654,deepseek-flash,27.173921
python,184,0,0.02,ok,TN,pessoal,0.0,0.0,1281.1813000007533,324,38,0.00010668000000000002,deepseek-flash,27.634075
python,185,0,0.0,ok,TN,pessoal,0.0,0.0,1025.5345000041416,315,38,0.00010416,deepseek-flash,27.813574
python,186,0,0.05,ok,TN,pessoal,0.0,0.0,1168.035199996666,318,38,0.000105,deepseek-flash,28.017439
python,187,0,0.02,ok,TN,pessoal,0.0,0.0,1023.661400002311,317,38,0.00010472,deepseek-flash,27.919959
python,188,0,0.02,ok,TN,pessoal,0.0,0.0,1070.4661999916425,312,38,0.00010332000000000002,deepseek-flash,28.250092
python,189,0,0.0,ok,TN,pessoal,0.0,0.0,1376.1760000052163,322,38,0.00010612,deepseek-flash,28.581476
python,190,0,0.02,ok,TN,pessoal,0.0,0.0,1002.9967999871589,314,38,0.00010388,deepseek-flash,28.223007
python,191,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,830.1872000010917,315,43,0.00010626,deepseek-flash,28.17226
python,192,0,0.05,ok,TN,cobranca_legitima,0.0,0.6,1025.3783000080148,338,43,0.00011270000000000002,deepseek-flash,28.66044
python,193,0,0.05,ok,TN,pessoal,0.0,0.0,1185.880500008352,321,38,0.00010584000000000002,deepseek-flash,29.00005
python,194,0,0.05,ok,TN,pessoal,0.0,0.0,1002.8767000039808,314,38,0.00010388,deepseek-flash,28.923286
python,195,0,0.0,ok,TN,pessoal,0.0,0.0,979.5822999876692,321,38,0.00010584000000000002,deepseek-flash,28.997979
python,196,0,0.05,ok,TN,pessoal,0.0,0.0,1210.4006000008667,321,38,0.00010584000000000002,deepseek-flash,29.383013
python,197,0,0.05,ok,TN,pessoal,0.0,0.1,967.961700007436,321,38,0.00010584000000000002,deepseek-flash,29.192063
python,198,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1098.156399995787,309,43,0.00010458,deepseek-flash,29.349437
python,199,0,0.02,ok,TN,pessoal,0.0,0.0,1239.0970999986166,314,38,0.00010388,deepseek-flash,29.821387
python,200,0,0.05,ok,TN,cobranca_legitima,0.0,0.6,1224.1664999892237,338,43,0.00011270000000000002,deepseek-flash,29.885051
python,201,0,0.05,ok,TN,pessoal,0.0,0.1,1077.3182999982964,321,38,0.00010584000000000002,deepseek-flash,30.001342
python,202,0,0.02,ok,TN,pessoal,0.0,0.0,1227.950200001942,313,38,0.00010360000000000002,deepseek-flash,30.226343
python,203,0,0.02,ok,TN,pessoal,0.0,0.05,1208.8157000107458,322,38,0.00010612,deepseek-flash,30.209576
python,204,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1119.3278999999166,322,43,0.00010822,deepseek-flash,30.311522
python,205,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1298.1084000057308,308,43,0.0001043,deepseek-flash,30.647744
python,206,0,0.05,ok,TN,pessoal,0.0,0.0,1180.1975999987917,314,38,0.00010388,deepseek-flash,30.564243
python,207,0,0.05,ok,TN,pessoal,0.0,0.1,1185.4828000068665,322,38,0.00010612,deepseek-flash,31.007506
python,208,0,0.05,ok,TN,pessoal,0.0,0.1,983.5696000081952,322,38,0.00010612,deepseek-flash,30.868922
python,209,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,972.2755999973742,306,43,0.00010374,deepseek-flash,30.974224
python,210,0,0.05,ok,TN,cobranca_legitima,0.0,0.6,1011.7067999963184,330,43,0.00011046,deepseek-flash,31.221486
python,211,0,0.05,ok,TN,outro,0.0,0.0,1213.915400003316,318,37,0.00010458,deepseek-flash,31.440579
python,212,0,0.05,ok,TN,pessoal,0.0,0.0,910.2495999977692,313,38,0.00010360000000000002,deepseek-flash,31.222141
python,213,0,0.15,ok,TN,cobranca_legitima,1.0,0.6,977.334700000938,324,43,0.00010878,deepseek-flash,31.541736
python,214,0,0.05,ok,TN,pessoal,0.0,0.1,838.0765000038082,321,38,0.00010584000000000002,deepseek-flash,31.48639
python,215,0,0.05,ok,TN,outro,0.0,0.0,905.9369000024162,314,37,0.00010346,deepseek-flash,31.775466
python,216,0,0.05,ok,TN,outro,0.0,0.0,1282.5468000082765,318,37,0.00010458,deepseek-flash,32.256699
python,217,0,0.0,ok,TN,pessoal,0.0,0.0,1016.8123000039486,310,38,0.00010276,deepseek-flash,32.024865
python,218,0,0.02,ok,TN,pessoal,0.0,0.0,878.469800009043,324,38,0.00010668000000000002,deepseek-flash,32.101108
python,219,0,0.05,ok,TN,pessoal,0.0,0.0,1020.2830999915022,317,38,0.00010472,deepseek-flash,32.242874
python,220,0,0.05,ok,TN,pessoal,0.0,0.0,739.3218999932287,315,38,0.00010416,deepseek-flash,32.18039
python,221,0,0.05,ok,TN,pessoal,0.0,0.0,944.493099988904,313,38,0.00010360000000000002,deepseek-flash,32.432013
python,222,0,0.0,ok,TN,pessoal,0.0,0.0,1275.0709999963874,321,38,0.00010584000000000002,deepseek-flash,32.817546
python,223,0,0.02,ok,TN,pessoal,0.0,0.0,1005.1932999922428,323,38,0.0001064,deepseek-flash,32.780934
python,224,1,0.98,golpe,TP,outro,1.0,0.99,972.7543000044534,350,37,0.00011354,deepseek-flash,32.997962
python,225,0,0.05,ok,TN,pessoal,0.0,0.0,776.9352999894181,317,38,0.00010472,deepseek-flash,32.878567
python,226,0,0.05,ok,TN,pessoal,0.0,0.0,1250.6121000042183,321,38,0.00010584000000000002,deepseek-flash,33.431446
python,227,1,0.95,golpe,TP,falsa_central,2.0,0.98,3711.770399997477,343,39,0.00011242,deepseek-flash,35.955782
python,228,0,0.15,ok,TN,cobranca_legitima,1.0,0.7,1189.1584999975748,323,43,0.0001085,deepseek-flash,33.446368
python,229,0,0.05,ok,TN,cobranca_legitima,0.0,0.6,894.9852999940049,331,43,0.00011074,deepseek-flash,33.326488
python,230,0,0.05,ok,TN,pessoal,1.0,0.0,1263.8341999991098,317,38,0.00010472,deepseek-flash,34.044778
python,231,0,0.15,ok,TN,cobranca_legitima,1.0,0.7,1125.519399996847,322,43,0.00010822,deepseek-flash,33.943413
python,232,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1096.1548999912338,312,43,0.00010542000000000002,deepseek-flash,33.975082
python,233,0,0.05,ok,TN,pessoal,0.0,0.0,1372.6309999910882,317,38,0.00010472,deepseek-flash,34.370839
python,234,0,0.02,ok,TN,pessoal,0.0,0.0,856.0580999910599,323,38,0.0001064,deepseek-flash,34.183355
python,235,0,0.05,ok,TN,pessoal,0.0,0.1,2307.734599991818,321,38,0.00010584000000000002,deepseek-flash,35.739295
python,236,1,0.98,golpe,TP,boleto_falso,2.0,0.99,829.1716999956407,351,39,0.00011466000000000002,deepseek-flash,34.276304
python,237,0,0.1,ok,TN,cobranca_legitima,0.0,0.0,2011.928399995668,312,43,0.00010542000000000002,deepseek-flash,35.955888
python,238,0,0.05,ok,TN,pessoal,0.0,0.0,1980.0511999928856,317,38,0.00010472,deepseek-flash,35.955843
python,239,0,0.05,ok,TN,pessoal,0.0,0.1,1909.1460000054212,322,38,0.00010612,deepseek-flash,35.95426
python,240,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1771.392000009655,313,43,0.00010570000000000002,deepseek-flash,35.955817
python,241,0,0.0,ok,TN,pessoal,0.0,0.0,1679.0726000035647,322,38,0.00010612,deepseek-flash,35.955866
python,242,0,0.15,ok,TN,cobranca_legitima,1.0,0.6,1569.8534999974072,326,43,0.00010934000000000002,deepseek-flash,35.95591
python,243,0,0.05,ok,TN,cobranca_legitima,0.0,0.6,1211.6474000067683,344,43,0.00011438,deepseek-flash,37.029685
python,244,0,0.0,ok,TN,pessoal,0.0,0.0,1279.6319000044605,310,38,0.00010276,deepseek-flash,37.235866
python,245,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1005.6661999988136,308,43,0.0001043,deepseek-flash,36.962322
python,246,0,0.02,ok,TN,pessoal,0.0,0.0,1089.6959000092463,314,38,0.00010388,deepseek-flash,37.046746
python,247,0,0.02,ok,TN,pessoal,0.0,0.0,1098.3682999940356,314,38,0.00010388,deepseek-flash,37.055395
python,248,0,0.05,ok,TN,cobranca_legitima,0.0,0.6,1057.8546000033384,339,43,0.00011298000000000002,deepseek-flash,37.015409
python,249,0,0.15,ok,TN,cobranca_legitima,1.0,0.7,1065.5148000078043,322,43,0.00010822,deepseek-flash,37.023212
python,250,0,0.15,ok,TN,cobranca_legitima,1.0,0.7,1058.6856000008993,323,43,0.0001085,deepseek-flash,37.017418
python,251,0,0.05,ok,TN,cobranca_legitima,0.0,0.6,1328.2755999971414,338,43,0.00011270000000000002,deepseek-flash,38.291146
python,252,0,0.02,ok,TN,pessoal,0.0,0.0,1026.7992000008237,312,38,0.00010332000000000002,deepseek-flash,38.042585
python,253,1,0.98,golpe,TP,falsa_central,2.0,0.97,786.1293999885675,338,39,0.00011102000000000002,deepseek-flash,37.804271
python,254,0,0.02,ok,TN,pessoal,0.0,0.0,1158.785400009947,324,38,0.00010668000000000002,deepseek-flash,38.182032
python,255,0,0.0,ok,TN,pessoal,0.0,0.0,744.3515999912051,321,38,0.00010584000000000002,deepseek-flash,37.775098
python,256,0,0.05,ok,TN,cobranca_legitima,1.0,0.0,1150.4761000105646,317,43,0.00010682,deepseek-flash,38.197546
python,257,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1157.5136999890674,315,43,0.00010626,deepseek-flash,38.213116
python,258,0,0.0,ok,TN,pessoal,0.0,0.0,1209.995599987451,321,38,0.00010584000000000002,deepseek-flash,38.446419
python,259,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1089.5385000039823,312,43,0.00010542000000000002,deepseek-flash,38.865886
python,260,0,0.05,ok,TN,cobranca_legitima,0.0,0.7,923.846899997443,330,43,0.00011046,deepseek-flash,38.728782
python,261,0,0.02,ok,TN,pessoal,0.0,0.0,1115.0117000070168,314,38,0.00010388,deepseek-flash,39.173251
python,262,0,0.02,ok,TN,pessoal,0.0,0.0,1142.9559999960477,314,38,0.00010388,deepseek-flash,39.355509
python,263,0,0.05,ok,TN,cobranca_legitima,0.0,0.0,1385.945999994874,316,43,0.00010654,deepseek-flash,39.599077
python,264,0,0.02,ok,TN,pessoal,0.0,0.05,1430.8468000090215,322,38,0.00010612,deepseek-flash,39.659054
python,265,0,0.05,ok,TN,cobranca_legitima,1.0,0.0,1311.7835000011837,320,43,0.00010766,deepseek-flash,39.711818
